time,cpu_frequency,cpu_usage,sda_usage,active_power,power_time
20260312152446,1600,0.7617,0.0065,24.642318086,20260312152449
20260312152533,1600,0.7616,0.0065,27.263235194,20260312152539
20260312152621,1600,0.7616,0.0065,28.613403829000003,20260312152629
20260312152708,1600,0.7616,0.0065,27.683033641,20260312152709
20260312152754,1600,0.7616,0.0065,26.812802270000002,20260312152759
20260312152841,1600,0.7616,0.0065,27.195159537,20260312152849
20260312152928,1600,0.7616,0.0065,24.204359804,20260312152929
20260312153014,1600,0.7615,0.0065,25.770108542,20260312153019
20260312153101,1600,0.7615,0.0065,28.132336428,20260312153109
20260312153148,1600,0.7615,0.0065,25.243654494,20260312153149
20260312153234,1600,0.7615,0.0065,26.250037179,20260312153239
20260312153322,1600,0.7615,0.0065,24.910082912,20260312153329
20260312153409,1600,0.7614,0.0065,25.641894068000003,20260312153409
20260312153455,1600,0.7614,0.0065,27.264373958,20260312153459
20260312153541,1600,0.7614,0.0065,27.232600717,20260312153549
20260312153627,1600,0.7614,0.0065,27.045394817000002,20260312153629
20260312153715,1600,0.7614,0.0065,27.019298142,20260312153719
20260312153800,1600,0.7614,0.0065,27.115739375,20260312153809
20260312153847,1600,0.7613,0.0065,27.846420394,20260312153849
20260312153934,1600,0.7613,0.0065,26.147928007,20260312153939
20260312154021,1600,0.7613,0.0065,28.916340934,20260312154029
20260312154107,1600,0.7613,0.0065,26.740188811000003,20260312154109
20260312154154,1600,0.7613,0.0065,26.530285274,20260312154159
20260312154241,1600,0.7613,0.0065,28.800618355999998,20260312154249
20260312154328,1600,0.7612,0.0065,26.836630044,20260312154329
20260312154502,2000,0.7612,0.0065,22.335682588,20260312154509
20260312154605,2000,0.7612,0.0065,28.057454068000002,20260312154609
20260312154647,2000,0.7611,0.0065,27.982571708,20260312154649
20260312154731,2000,0.7611,0.0066,28.809693959999997,20260312154739
20260312154814,2000,0.7611,0.0066,28.926555302,20260312154819
20260312154856,2000,0.7611,0.0066,25.178977875,20260312154859
20260312154939,2000,0.7611,0.0066,25.833646397,20260312154939
20260312155022,2000,0.7611,0.0066,28.023420553,20260312155029
20260312155106,2000,0.7611,0.0066,26.970512457,20260312155109
20260312155148,2000,0.7611,0.0066,23.20024602,20260312155149
20260312155231,2000,0.761,0.0066,28.949244311999998,20260312155239
20260312155314,2000,0.761,0.0066,30.178013803000002,20260312155319
20260312155356,2000,0.761,0.0066,29.914786779,20260312155359
20260312155439,2000,0.761,0.0066,25.763301839,20260312155439
20260312155522,2000,0.761,0.0066,29.853526452,20260312155529
20260312155605,2000,0.761,0.0066,28.12893739,20260312155609
20260312155647,2000,0.761,0.0066,28.570294710000002,20260312155649
20260312155729,2000,0.761,0.0066,23.690389025,20260312155729
20260312155814,2000,0.7609,0.0066,29.338416909,20260312155819
20260312155857,2000,0.7609,0.0066,27.397117607000002,20260312155859
20260312155939,2000,0.7609,0.0066,25.788259749999998,20260312155939
20260312160022,2000,0.7609,0.0066,29.686732034000002,20260312160029
20260312160105,2000,0.7609,0.0066,28.328626559,20260312160109
20260312160147,2000,0.7609,0.0066,28.847135140000002,20260312160149
20260312160230,2000,0.7609,0.0066,28.528307101,20260312160239
20260312160313,2000,0.7609,0.0066,26.698209829,20260312160319
20260312160356,2000,0.7608,0.0066,24.682028167,20260312160359
20260312160440,2000,0.7608,0.0066,28.364928975,20260312160449
20260312160525,2000,0.7608,0.0066,30.002152408,20260312160529
20260312160607,2000,0.7608,0.0066,28.138012994,20260312160609
20260312160649,2000,0.7608,0.0066,26.335133907,20260312160649
20260312160732,2000,0.7608,0.0066,28.457962543,20260312160739
20260312160813,2000,0.7608,0.0066,25.883570846,20260312160819
20260312160856,2000,0.7608,0.0066,25.755356372,20260312160859
20260312160939,2000,0.7607,0.0066,25.696356319,20260312160939
20260312161022,2000,0.7607,0.0066,28.817630800000003,20260312161029
20260312161105,2000,0.7607,0.0066,28.689424953,20260312161109
20260312161147,2000,0.7607,0.0066,29.257857983,20260312161149
20260312161230,2000,0.7607,0.0066,28.043840662000004,20260312161239
20260312161312,2000,0.7607,0.0066,26.044680071000002,20260312161319
20260312161356,2000,0.7607,0.0066,25.801873156000003,20260312161359
20260312161439,2000,0.7607,0.0066,24.258822055,20260312161439
20260312161522,2000,0.7606,0.0066,29.061567852,20260312161529
20260312161605,2000,0.7606,0.0066,29.148942108000004,20260312161609
20260312161649,2000,0.7606,0.0066,24.941847526,20260312161649
20260312161731,2000,0.7606,0.0066,30.731703290000002,20260312161739
20260312161814,2000,0.7606,0.0066,30.409476213,20260312161819
20260312161856,2000,0.7606,0.0066,29.181845486,20260312161859
20260312161938,2000,0.7606,0.0066,29.510870638999997,20260312161939
20260312162021,2000,0.7606,0.0066,28.149357499,20260312162029
20260312162104,2000,0.7605,0.0066,27.339256318,20260312162109
20260312162147,2000,0.7605,0.0066,29.145534443,20260312162149
20260312162230,2000,0.7605,0.0066,28.665597179,20260312162239
20260312162314,2000,0.7605,0.0066,29.467761520000003,20260312162319
20260312162355,2000,0.7605,0.0066,28.929962967,20260312162359
20260312162438,2000,0.7605,0.0066,28.61567273,20260312162439
20260312162521,2000,0.7605,0.0066,30.108808009,20260312162529
20260312162604,2000,0.7605,0.0066,28.873231814999997,20260312162609
20260312162647,2000,0.7604,0.0066,26.250037179,20260312162649
20260312162730,2000,0.7604,0.0066,28.14368956,20260312162739
20260312162813,2000,0.7604,0.0066,26.488306292,20260312162819
20260312162858,2000,0.7604,0.0066,27.647861362,20260312162859
20260312162941,2000,0.7604,0.0066,28.361529937,20260312162949
20260312163022,2000,0.7604,0.0066,26.389596158,20260312163029
20260312163105,2000,0.7604,0.0066,28.159563239999997,20260312163109
20260312163147,2000,0.7604,0.0066,26.930802376,20260312163149
20260312163229,2000,0.7603,0.0066,26.412285168,20260312163229
20260312163312,2000,0.7603,0.0066,27.881592673,20260312163319
20260312163353,2000,0.7603,0.0066,24.124939642,20260312163359
20260312163435,2000,0.7603,0.0066,29.442794982000002,20260312163439
20260312163517,2000,0.7603,0.0066,28.932231868,20260312163519
