time,cpu_freq,hadoop_idx,cpu_idle,sda_idle
20241110041957,2000,796,0.9975,0.004
20241110041958,2000,796,0.99,0.0
20241110041959,2000,796,0.9395,0.028
20241110042000,2000,796,0.9454,0.0
20241110042001,2000,796,0.9823,0.0
20241110042002,2000,796,0.9975,0.004
20241110042003,2000,796,1.0,0.0
20241110042004,2000,796,0.99,0.0
20241110042005,2000,796,0.9899,0.032
20241110042006,2000,796,0.9975,0.0
20241110042007,2000,796,0.99,0.0
20241110042008,2000,796,0.9925,0.004
20241110042009,2000,796,0.9975,0.0
20241110042010,2000,796,0.9824,0.048
20241110042011,2000,796,0.995,0.0
20241110042012,2000,796,0.9925,0.0
20241110042013,2000,796,1.0,0.004
20241110042014,2000,796,0.9975,0.0
20241110042015,2000,796,0.9699,0.084
20241110042016,2000,796,0.9574,0.0
20241110042017,2000,796,0.8859,0.004
20241110042018,2000,796,0.9521,0.208
20241110042019,2000,796,0.995,0.0
20241110042020,2000,796,0.9874,0.036
20241110042021,2000,796,0.7005,0.004
20241110042022,2000,796,0.3837,0.004
20241110042023,2000,796,0.5625,0.004
20241110042024,2000,796,0.455,0.092
20241110042025,2000,796,0.9676,0.0
20241110042026,2000,796,0.9925,0.0
20241110042027,2000,796,0.9899,0.0
20241110042028,2000,796,0.9925,0.008
20241110042029,2000,796,0.9799,0.06
20241110042030,2000,796,0.995,0.0
20241110042031,2000,796,0.9975,0.0
20241110042032,2000,796,0.7742,0.004
20241110042033,2000,796,0.4,0.008
20241110042034,2000,796,0.4988,0.0
20241110042035,2000,796,0.3494,0.036
20241110042036,2000,796,0.6585,0.0
20241110042037,2000,796,0.9849,0.0
20241110042038,2000,796,0.9875,0.0
20241110042039,2000,796,0.99,0.004
20241110042040,2000,796,0.9949,0.028
20241110042041,2000,796,0.9875,0.0
20241110042042,2000,796,0.9949,0.0
20241110042043,2000,796,0.9949,0.0
20241110042044,2000,796,0.9925,0.0
20241110042045,2000,796,0.9777,0.0
20241110042046,2000,796,0.9899,0.02
20241110042047,2000,796,0.99,0.0
20241110042048,2000,796,0.9875,0.0
20241110042049,2000,796,0.9723,0.12
20241110042050,2000,796,0.9925,0.0
20241110042051,2000,796,0.9874,0.036
20241110042052,2000,796,0.9899,0.0
20241110042053,2000,796,0.9975,0.0
20241110042054,2000,796,0.9899,0.004
20241110042055,2000,796,0.995,0.0
20241110042056,2000,796,0.9724,0.076
20241110042057,2000,796,0.9975,0.0
20241110042058,2000,796,0.9925,0.0
20241110042059,2000,796,0.995,0.0
20241110042100,2000,796,0.99,0.0
20241110042101,2000,796,0.9899,0.016
20241110042102,2000,796,0.9975,0.0
20241110042103,2000,796,0.9925,0.0
20241110042104,2000,796,0.9924,0.0
20241110042105,2000,796,0.9875,0.0
20241110042106,2000,796,0.85,0.012
20241110042107,2000,796,0.995,0.0
20241110042108,2000,796,0.9501,0.0
20241110042109,2000,796,0.9949,0.0
20241110042110,2000,796,0.9549,0.0
20241110042111,2000,796,0.98,0.02
20241110042112,2000,796,0.98,0.0
20241110042113,2000,796,0.9949,0.0
20241110042114,2000,796,0.995,0.0
20241110042115,2000,796,0.9925,0.0
20241110042116,2000,796,0.9924,0.02
20241110042117,2000,796,0.9849,0.0
20241110042118,2000,796,0.99,0.0
20241110042119,2000,796,0.6937,0.004
20241110042120,2000,796,0.4833,0.0
20241110042121,2000,796,0.0251,0.104
20241110042122,2000,796,0.0,0.0
20241110042123,2000,796,0.0075,0.0
20241110042124,2000,796,0.0,0.0
20241110042125,2000,796,0.005,0.004
20241110042126,2000,796,0.0,0.032
20241110042127,2000,796,0.3367,0.004
20241110042128,2000,796,0.4208,0.044
20241110042129,2000,796,0.0,0.0
20241110042130,2000,796,0.0025,0.012
20241110042131,2000,796,0.0025,0.036
20241110042132,2000,796,0.0025,0.0
20241110042133,2000,796,0.0025,0.024
20241110042134,2000,796,0.0,0.0
20241110042135,2000,796,0.1347,0.0
20241110042136,2000,796,0.9,0.048
20241110042137,2000,796,0.9675,0.0
20241110042138,2000,796,0.604,0.004
20241110042139,2000,796,0.4057,0.0
20241110042140,2000,796,0.4825,0.048
20241110042141,2000,796,0.2881,0.048
20241110042142,2000,796,0.3024,0.0
20241110042143,2000,796,0.698,0.0
20241110042144,2000,796,0.9501,0.0
20241110042145,2000,796,0.1949,0.012
20241110042146,2000,796,0.005,0.036
20241110042147,2000,796,0.0125,0.0
20241110042148,2000,796,0.0347,0.0
20241110042149,2000,796,0.0574,0.0
20241110042150,2000,796,0.4828,0.016
20241110042151,2000,796,0.0909,0.048
20241110042152,2000,796,0.0251,0.0
20241110042153,2000,796,0.0125,0.008
20241110042154,2000,796,0.015,0.004
20241110042155,2000,796,0.0125,0.032
20241110042156,2000,796,0.401,0.04
20241110042157,2000,796,0.8949,0.04
20241110042158,2000,796,0.8706,0.0
20241110042159,2000,796,0.985,0.0
20241110042200,2000,796,0.945,0.04
20241110042201,2000,796,0.99,0.0
20241110042202,2000,796,0.9899,0.044
20241110042203,2000,796,0.9949,0.0
20241110042204,2000,796,0.9824,0.0
20241110042205,2000,796,0.9601,0.004
20241110042206,2000,796,0.9925,0.004
20241110042207,2000,796,0.8076,0.036
20241110042208,2000,796,0.0201,0.012
20241110042209,2000,796,0.0,0.0
20241110042210,2000,796,0.005,0.0
20241110042211,2000,796,0.005,0.004
20241110042212,2000,796,0.0075,0.04
20241110042213,2000,796,0.0,0.0
20241110042214,2000,796,0.598,0.02
20241110042215,2000,796,0.7899,0.008
20241110042216,2000,796,0.0505,0.008
20241110042336,2000,797,0.9055,0.0
20241110042337,2000,797,0.9875,0.0
20241110042338,2000,797,0.9949,0.004
20241110042339,2000,797,0.9849,0.028
20241110042340,2000,797,0.99,0.0
20241110042341,2000,797,0.9924,0.0
20241110042342,2000,797,0.9651,0.0
20241110042343,2000,797,0.9799,0.004
20241110042344,2000,797,0.9975,0.0
20241110042345,2000,797,0.9874,0.032
20241110042346,2000,797,0.9826,0.0
20241110042347,2000,797,0.9925,0.0
20241110042348,2000,797,0.8818,0.008
20241110042349,2000,797,0.9774,0.0
20241110042350,2000,797,0.9798,0.076
20241110042351,2000,797,0.9975,0.0
20241110042352,2000,797,0.9975,0.0
20241110042353,2000,797,0.9975,0.004
20241110042354,2000,797,1.0,0.0
20241110042355,2000,797,0.9875,0.028
20241110042356,2000,797,0.9975,0.0
20241110042357,2000,797,0.9975,0.0
20241110042358,2000,797,0.9975,0.004
20241110042359,2000,797,0.995,0.0
20241110042400,2000,797,0.9975,0.028
20241110042401,2000,797,0.9925,0.0
20241110042402,2000,797,1.0,0.0
20241110042403,2000,797,0.9925,0.004
20241110042404,2000,797,0.9975,0.0
20241110042405,2000,797,0.8479,0.032
20241110042406,2000,797,0.9925,0.0
20241110042407,2000,797,0.995,0.0
20241110042408,2000,797,0.9773,0.084
20241110042409,2000,797,0.9227,0.0
20241110042410,2000,797,0.4482,0.032
20241110042411,2000,797,0.4492,0.004
20241110042412,2000,797,0.5483,0.064
20241110042413,2000,797,0.7075,0.0
20241110042414,2000,797,0.9849,0.028
20241110042415,2000,797,1.0,0.0
20241110042416,2000,797,0.9925,0.0
20241110042417,2000,797,0.99,0.0
20241110042418,2000,797,0.98,0.048
20241110042419,2000,797,0.9925,0.004
20241110042420,2000,797,0.925,0.0
20241110042421,2000,797,0.4272,0.004
20241110042422,2000,797,0.5553,0.004
20241110042423,2000,797,0.3937,0.028
20241110042424,2000,797,0.4414,0.008
20241110042425,2000,797,0.9553,0.0
20241110042426,2000,797,0.9949,0.0
20241110042427,2000,797,0.9875,0.0
20241110042428,2000,797,0.9849,0.028
20241110042429,2000,797,0.9949,0.0
20241110042430,2000,797,0.9924,0.0
20241110042431,2000,797,0.9725,0.0
20241110042432,2000,797,0.985,0.0
20241110042433,2000,797,0.9924,0.02
20241110042434,2000,797,0.9874,0.0
20241110042435,2000,797,1.0,0.0
20241110042436,2000,797,0.99,0.0
20241110042437,2000,797,0.9874,0.0
20241110042438,2000,797,0.9874,0.02
20241110042439,2000,797,0.9824,0.064
20241110042440,2000,797,0.9975,0.0
20241110042441,2000,797,0.9825,0.0
20241110042442,2000,797,0.99,0.0
20241110042443,2000,797,0.9874,0.028
20241110042444,2000,797,0.99,0.0
20241110042445,2000,797,0.985,0.0
20241110042446,2000,797,0.9924,0.0
20241110042447,2000,797,0.985,0.0
20241110042448,2000,797,0.9774,0.068
20241110042449,2000,797,0.9925,0.0
20241110042450,2000,797,0.8506,0.096
20241110042451,2000,797,0.9925,0.0
20241110042452,2000,797,0.9524,0.0
20241110042453,2000,797,0.9575,0.0
20241110042454,2000,797,1.0,0.0
20241110042455,2000,797,0.9774,0.02
20241110042456,2000,797,0.9875,0.0
20241110042457,2000,797,1.0,0.0
20241110042458,2000,797,0.985,0.0
20241110042459,2000,797,0.9925,0.0
20241110042500,2000,797,0.9949,0.0
20241110042501,2000,797,0.9849,0.016
20241110042502,2000,797,0.9874,0.0
20241110042503,2000,797,0.9949,0.0
20241110042504,2000,797,0.3957,0.0
20241110042505,2000,797,0.25,0.012
20241110042506,2000,797,0.005,0.032
20241110042507,2000,797,0.0025,0.0
20241110042508,2000,797,0.0,0.0
20241110042509,2000,797,0.0,0.0
20241110042510,2000,797,0.0025,0.004
20241110042511,2000,797,0.0,0.0277
20241110042512,2000,797,0.6216,0.012
20241110042513,2000,797,0.0251,0.012
20241110042514,2000,797,0.0,0.016
20241110042515,2000,797,0.0025,0.016
20241110042516,2000,797,0.0,0.032
20241110042517,2000,797,0.0025,0.0
20241110042518,2000,797,0.005,0.032
20241110042519,2000,797,0.0,0.0
20241110042520,2000,797,0.4289,0.06
20241110042521,2000,797,0.9848,0.044
20241110042522,2000,797,0.9675,0.0
20241110042523,2000,797,0.9875,0.0
20241110042524,2000,797,0.9949,0.0
20241110042525,2000,797,0.9949,0.004
20241110042526,2000,797,0.9975,0.0
20241110042527,2000,797,0.9506,0.036
20241110042528,2000,797,0.9924,0.0
20241110042529,2000,797,0.5833,0.016
20241110042530,2000,797,0.005,0.0
20241110042531,2000,797,0.0025,0.0
20241110042532,2000,797,0.0025,0.036
20241110042533,2000,797,0.005,0.0
20241110042534,2000,797,0.0,0.0
20241110042535,2000,797,0.0,0.004
20241110042536,2000,797,0.5347,0.016
20241110042537,2000,797,0.9874,0.032
20241110042538,2000,797,0.6568,0.004
20241110042539,2000,797,0.2134,0.004
20241110042540,2000,797,0.0459,0.004
20241110042541,2000,797,0.0,0.032
20241110042542,2000,797,0.0771,0.024
20241110042543,2000,797,0.1443,0.048
20241110042544,2000,797,0.6352,0.004
20241110042545,2000,797,0.99,0.004
20241110042546,2000,797,0.9676,0.008
20241110042547,2000,797,0.9875,0.0
20241110042548,2000,797,0.9824,0.04
20241110042549,2000,797,0.99,0.0
20241110042550,2000,797,0.995,0.0
20241110042551,2000,797,0.9924,0.008
20241110042552,2000,797,0.8308,0.0
20241110042553,2000,797,0.9849,0.032
20241110042554,2000,797,0.8363,0.0
20241110042555,2000,797,0.0326,0.008
