time,cpu_frequency,cpu_usage,sda_usage
20260312173645,2400,0.7595,0.0067
20260312173722,2400,0.7595,0.0067
20260312173801,2400,0.7595,0.0067
20260312173841,2400,0.7595,0.0067
20260312173920,2400,0.7595,0.0067
20260312173958,2400,0.7595,0.0067
20260312174036,2400,0.7594,0.0067
20260312174113,2400,0.7594,0.0067
20260312174153,2400,0.7594,0.0067
20260312174231,2400,0.7594,0.0067
20260312174309,2400,0.7594,0.0067
20260312174347,2400,0.7594,0.0067
20260312174424,2400,0.7594,0.0067
20260312174502,2400,0.7594,0.0067
20260312174539,2400,0.7594,0.0067
20260312174617,2400,0.7594,0.0067
20260312174656,2400,0.7594,0.0067
20260312174734,2400,0.7594,0.0067
20260312174812,2400,0.7594,0.0067
20260312174851,2400,0.7594,0.0067
20260312174930,2400,0.7594,0.0067
20260312175008,2400,0.7593,0.0067
20260312175046,2400,0.7593,0.0067
20260312175125,2400,0.7593,0.0067
20260312175203,2400,0.7593,0.0067
20260312175240,2400,0.7593,0.0067
20260312175317,2400,0.7593,0.0067
20260312175356,2400,0.7593,0.0067
20260312175434,2400,0.7593,0.0067
20260312175513,2400,0.7593,0.0067
20260312175550,2400,0.7593,0.0067
20260312175628,2400,0.7593,0.0067
20260312175706,2400,0.7593,0.0067
20260312175743,2400,0.7593,0.0067
20260312175821,2400,0.7593,0.0067
20260312175858,2400,0.7593,0.0067
20260312175935,2400,0.7592,0.0067
20260312180014,2400,0.7592,0.0067
20260312180051,2400,0.7592,0.0067
